379,2023-12-19,2,9,13
380,2023-5-22,5,7,0
381,2021-6-23,3,5,4
382,2021-4-20,4,7,1
383,2023-11-7,4,9,6
384,2022-4-12,2,11,12
385,2022-11-21,2,1,9
386,2022-4-31,5,2,3
387,2023-3-2,4,2,12
388,2023-2-10,2,3,20
389,2023-2-11,5,4,20
390,2022-1-15,3,7,20
391,2021-10-5,4,5,6
392,2021-2-1,1,19,18
393,2023-3-7,3,1,4
394,2021-3-2,4,12,19
395,2021-8-25,4,8,8
396,2021-12-21,3,10,4
397,2021-9-7,2,3,7
398,2023-8-16,1,19,17
399,2021-10-8,5,16,10
400,2023-6-26,5,4,15
401,2021-12-2,3,7,13
402,2021-8-21,5,12,20
403,2021-12-25,5,15,15
404,2023-6-1,2,8,9
405,2022-6-31,5,2,13
406,2022-8-27,3,18,0
407,2021-6-9,4,10,18
408,2021-8-13,4,9,15
409,2023-6-13,2,7,0
410,2021-8-23,4,9,9
411,2022-12-30,3,13,14
412,2023-6-26,3,9,10
413,2023-5-16,3,3,19
414,2023-3-15,5,10,19
415,2021-3-25,1,19,1
416,2023-3-21,3,10,12
417,2021-7-13,3,19,4
418,2022-4-15,2,15,19
419,2023-5-7,3,11,5
420,2021-9-7,4,15,17
421,2021-10-1,2,1,5
422,2022-6-12,1,16,11
423,2023-4-13,1,9,16
424,2021-12-31,5,16,17
425,2023-10-15,2,14,1
426,2022-4-11,2,4,17
427,2022-9-3,1,8,16
428,2022-3-15,2,11,19
429,2021-4-26,4,12,19
430,2023-10-2,1,10,3
431,2021-9-8,5,10,9
432,2023-6-2,2,0,2
433,2022-4-28,1,17,19
434,2021-7-12,5,16,20
435,2022-8-1,4,9,17
436,2022-2-5,2,18,14
437,2021-12-31,1,15,12
438,2023-2-11,5,3,10
439,2021-9-24,2,13,4
440,2021-2-22,3,4,4
441,2022-4-1,4,8,12
442,2023-9-10,3,19,19
443,2023-1-13,2,16,15
444,2023-12-18,2,16,18
445,2023-10-21,4,14,2
446,2022-2-28,5,18,14
447,2021-6-13,3,13,5
448,2021-8-8,5,3,17
449,2022-9-21,4,19,2
450,2021-10-31,1,18,0
451,2022-12-12,3,11,14
452,2023-8-6,5,20,18
453,2023-12-20,1,17,9
454,2021-8-26,5,9,1
455,2023-1-18,3,7,9
456,2022-7-5,4,14,10
457,2023-6-21,4,0,20
458,2022-2-23,1,0,16
459,2023-5-30,4,6,8
460,2023-9-21,3,10,13
461,2023-6-19,2,2,10
462,2022-5-20,1,12,16
463,2023-5-23,3,16,17
464,2022-8-26,1,12,0
465,2022-5-23,2,10,11
466,2022-11-17,3,12,12
467,2021-10-31,5,18,12
468,2023-4-25,1,9,9
469,2021-10-11,3,8,18
470,2021-4-27,3,1,16
471,2023-5-26,1,13,9
472,2022-1-16,1,20,0
473,2023-7-19,2,1,1
474,2023-9-12,5,8,5
475,2022-5-7,3,13,2
476,2023-6-13,5,20,2
477,2023-2-28,2,15,6
478,2021-9-5,5,20,5
479,2022-2-29,3,9,9
480,2022-4-31,2,13,12
481,2022-12-16,5,5,13
482,2021-6-5,1,11,5
483,2022-3-12,5,19,6
484,2021-5-21,3,8,19
485,2021-9-7,2,0,13
486,2021-4-21,4,9,0
487,2023-11-23,3,17,17
488,2021-9-7,4,12,8
489,2022-4-1,3,16,16
490,2021-9-8,5,16,18
491,2023-8-9,2,16,5
492,2022-9-6,5,15,11
493,2022-7-15,1,10,12
494,2021-11-29,3,17,20
495,2021-12-3,5,16,10
496,2022-10-2,1,20,7
497,2021-11-21,5,13,20
498,2021-3-25,1,16,1
499,2023-1-12,2,0,8
500,2023-7-17,1,6,17
501,2022-3-10,4,15,17
502,2021-10-12,2,10,9
503,2021-5-17,1,15,12
504,2023-12-18,2,8,19
505,2021-1-22,5,12,2
506,2021-6-9,3,6,9
507,2021-1-11,2,1,15
508,2022-7-29,3,15,7
509,2022-5-27,4,11,2
510,2022-3-12,1,4,3
511,2022-10-6,4,5,4
512,2022-10-12,3,8,15
513,2023-8-12,4,20,6
514,2021-11-25,1,18,4
515,2021-2-30,3,16,9
516,2021-2-27,2,15,5
517,2022-4-6,3,15,5
518,2021-1-7,3,3,18
519,2021-12-16,5,12,12
520,2023-5-22,5,14,14
521,2023-5-7,3,6,0
522,2023-9-30,3,14,11
523,2021-5-10,2,20,9
524,2022-10-6,1,2,4
525,2022-8-12,2,11,2
526,2023-9-2,4,18,4
527,2023-2-26,4,10,4
528,2021-11-15,2,3,5
529,2023-1-19,5,16,20
530,2021-11-31,2,20,11
531,2021-6-14,5,3,3
532,2022-10-9,2,4,0
533,2021-1-14,1,5,20
534,2023-5-13,1,19,18
535,2022-3-25,1,19,5
536,2021-4-23,1,20,5
537,2021-3-17,1,19,4
538,2023-2-11,2,1,0
539,2022-6-20,3,1,18
540,2023-8-2,5,4,4
541,2022-1-9,5,2,8
542,2022-10-31,2,13,6
543,2022-9-18,2,8,7
544,2021-4-10,3,0,4
545,2021-12-26,3,11,20
546,2023-4-19,1,3,2
547,2023-11-7,5,16,4
548,2021-3-19,1,15,7
549,2021-9-14,5,1,20
550,2021-4-19,3,9,20
551,2022-9-7,4,9,15
552,2023-5-11,2,20,16
553,2023-10-11,1,9,15
554,2022-5-18,1,4,18
555,2023-5-1,5,3,1
556,2021-11-28,3,6,5
557,2021-9-10,4,16,1
558,2021-4-15,5,19,7
559,2023-10-1,2,4,11
560,2023-6-19,2,6,7
561,2022-1-12,5,16,4
562,2021-4-12,5,3,5
563,2022-2-6,3,19,17
564,2022-2-19,2,13,5
565,2023-12-18,5,6,2
566,2022-4-4,1,15,16
567,2022-2-14,1,20,13
568,2023-1-2,3,16,16
569,2021-6-31,4,2,1
570,2022-11-10,3,16,19
571,2023-10-11,2,5,19
572,2022-11-6,4,5,11
573,2021-5-7,5,5,0
574,2021-4-14,2,2,20
575,2023-11-20,2,8,19
576,2023-6-26,1,15,1
577,2022-4-29,4,6,16
578,2021-5-11,3,18,18
579,2021-1-23,1,17,18
580,2022-1-6,1,6,12
581,2021-12-7,3,14,3
582,2021-12-9,2,2,1
583,2022-6-4,5,2,11
584,2023-7-6,3,2,9
585,2022-3-18,5,12,20
586,2023-3-27,5,11,5
587,2022-10-4,3,8,9
588,2022-11-25,5,14,16
589,2023-2-17,5,19,19
590,2023-11-20,3,13,8
591,2021-10-5,5,13,2
592,2022-8-4,4,7,0
593,2023-1-7,3,19,3
594,2023-7-4,4,8,11
595,2021-5-17,2,5,15
596,2021-8-31,2,4,2
597,2023-7-8,3,18,6
598,2021-1-30,4,3,18
599,2023-2-27,4,14,15
600,2022-11-20,5,13,17
601,2021-9-18,2,0,20
602,2022-7-23,2,10,11
603,2023-3-18,2,13,2
604,2023-1-11,5,15,14
605,2021-11-4,3,2,8
606,2021-7-4,1,12,13
607,2022-6-19,4,12,12
608,2021-12-24,1,17,14
609,2023-8-8,1,20,6
610,2021-4-10,3,9,1
611,2022-1-5,3,10,18
612,2021-12-31,1,19,20
613,2023-6-31,3,5,3
614,2021-1-16,4,16,8
615,2022-2-9,5,20,8
616,2023-5-17,1,16,4
617,2021-2-8,4,5,19
618,2023-7-8,3,15,7
619,2021-9-7,2,0,16
620,2021-1-15,5,20,15
621,2022-1-31,5,12,7
622,2021-2-12,5,15,0
623,2022-3-13,2,20,19
624,2023-6-25,5,4,1
625,2023-8-23,2,14,18
626,2022-11-23,2,4,0
627,2022-11-17,2,9,0
628,2022-2-27,3,20,12
629,2022-6-14,2,6,18
630,2022-3-14,1,16,6
631,2023-11-28,5,5,16
632,2022-6-6,1,1,0
633,2023-12-8,2,16,3
634,2021-9-29,1,3,0
635,2023-7-22,1,5,4
636,2022-4-21,5,4,3
637,2021-10-31,4,7,16
638,2022-2-5,4,14,19
639,2022-10-8,1,6,5
640,2022-4-25,1,3,14
641,2021-12-18,2,18,0
642,2021-2-19,2,11,13
643,2023-11-7,1,6,7
644,2021-6-30,1,6,14
645,2021-12-4,4,11,11
646,2023-10-2,1,9,6
647,2022-2-8,2,8,0
648,2022-2-21,2,3,12
649,2021-12-4,2,17,5
650,2022-3-8,2,7,3
651,2022-8-11,2,14,19
652,2022-9-31,4,5,0
653,2023-11-7,5,8,16
654,2022-5-8,1,15,13
655,2023-3-14,2,14,6
656,2022-2-11,1,3,8
657,2023-4-21,2,5,2
658,2023-8-14,5,2,3
659,2022-9-20,2,12,20
660,2021-2-19,5,5,16
661,2022-5-19,2,17,0
662,2023-10-17,1,17,11
663,2023-3-28,2,0,16
664,2023-5-12,1,19,13
665,2022-5-7,4,19,13
666,2023-4-29,2,6,20
667,2022-3-13,3,9,14
668,2021-4-21,2,20,7
669,2021-9-23,2,1,0
670,2023-4-27,2,4,3
671,2023-6-16,2,16,4
672,2021-1-22,4,9,5
673,2023-9-6,3,15,17
674,2021-12-16,1,15,3
675,2023-8-22,1,10,9
676,2023-3-6,2,4,13
677,2021-5-12,2,4,13
678,2022-6-29,5,11,3
679,2021-5-19,4,4,11
680,2021-8-12,4,5,15
681,2021-12-17,1,20,4
682,2022-7-6,5,20,13
683,2022-6-3,2,5,7
684,2023-7-7,4,3,10
685,2022-1-16,5,16,12
686,2021-7-25,4,5,9
687,2023-5-21,1,15,6
688,2022-10-23,2,1,0
689,2021-11-30,2,20,1
690,2022-6-5,4,3,9
691,2023-8-5,3,4,16
692,2022-8-28,3,11,19
693,2021-5-29,2,8,6
694,2023-1-17,3,10,1
695,2022-1-14,3,7,11
696,2021-3-3,3,20,10
697,2023-11-16,4,14,15
698,2023-1-19,2,9,14
699,2021-1-24,3,9,3
700,2023-9-6,4,1,11
701,2022-12-24,2,15,0
702,2023-4-10,5,0,15
703,2021-4-22,2,4,10
704,2022-4-17,3,8,5
705,2021-3-28,3,14,8
706,2022-10-9,5,10,1
707,2021-12-22,5,5,1
708,2021-4-22,2,0,8
709,2022-8-24,2,16,15
710,2023-5-22,1,14,8
711,2022-1-25,5,7,19
712,2023-9-3,3,15,18
713,2022-4-10,2,4,16
714,2023-8-4,2,1,9
715,2022-8-20,2,19,14
716,2022-7-22,3,5,14
717,2023-8-30,3,9,7
718,2021-5-19,3,6,15
719,2022-7-17,5,20,0
720,2022-8-18,5,3,17
721,2022-6-2,5,10,14
722,2021-10-10,3,20,17
723,2021-3-20,4,7,19
724,2023-1-1,2,14,6
725,2021-4-31,2,18,9
726,2022-5-12,3,18,7
727,2023-7-15,4,16,13
728,2021-10-7,3,0,20
729,2023-2-19,1,2,9
730,2022-1-2,5,10,5
731,2023-11-17,2,1,17
732,2022-6-7,2,12,12
733,2023-2-16,5,18,4
734,2023-10-4,1,11,10
735,2021-12-6,3,15,4
736,2022-6-6,4,4,17
737,2023-2-31,5,13,17
738,2023-11-20,1,2,12
739,2022-11-15,1,3,17
740,2021-10-15,4,20,9
741,2022-1-6,1,3,12
742,2022-6-3,2,1,16
743,2022-12-27,3,5,5
744,2023-7-22,2,4,16
745,2022-2-25,3,17,16
746,2021-7-19,3,7,4
747,2022-2-28,2,2,19
748,2022-9-17,5,13,5
749,2022-2-21,5,18,2
750,2021-11-1,3,8,8
751,2023-7-30,2,16,8
752,2021-4-10,4,4,8
753,2023-6-8,3,2,17
754,2021-5-9,4,17,10
755,2023-5-11,3,4,7
756,2021-6-11,3,14,12
757,2021-12-11,4,16,10
758,2021-6-11,3,7,4
759,2023-6-28,1,13,8
760,2021-3-7,1,5,14
761,2022-6-17,4,13,4
762,2022-6-4,3,7,11
763,2023-2-20,1,1,6
764,2021-5-23,1,8,6
765,2021-11-20,5,16,0
766,2021-2-8,3,7,9
767,2023-11-2,3,9,7
768,2023-6-27,3,20,2
769,2022-11-1,1,6,5
770,2022-5-28,5,5,4
771,2021-12-24,4,19,4
772,2023-9-8,5,17,14
773,2022-9-1,2,1,4
774,2023-2-4,2,1,6
775,2022-12-4,5,4,2
776,2021-7-7,5,1,0
777,2023-7-7,3,16,18
778,2023-6-1,3,2,14
779,2022-7-26,4,12,2
780,2021-6-29,1,14,18
781,2021-3-13,1,14,9
782,2023-8-27,1,3,13
783,2021-6-8,2,7,18
784,2022-6-30,4,10,16
785,2022-4-7,3,5,16
786,2022-7-3,4,1,19
787,2022-3-6,3,1,19
788,2021-12-10,5,11,19
789,2021-5-6,5,13,20
790,2023-1-28,1,20,13
791,2023-1-22,4,16,5
792,2022-9-13,5,19,3
793,2021-5-30,3,9,16
794,2022-3-22,1,10,1
795,2021-10-21,1,8,8
796,2023-3-27,4,17,9
797,2021-5-4,5,17,14
798,2021-10-24,2,19,19
799,2021-1-29,1,13,4
800,2021-1-6,3,10,14
801,2022-2-22,5,19,17
802,2021-5-15,2,16,15
803,2022-11-7,2,3,13
804,2023-8-4,2,0,11
805,2022-12-8,2,6,0
806,2022-9-23,2,18,7
807,2021-7-17,3,3,15
808,2022-7-21,1,8,20
809,2021-2-22,2,12,17
810,2022-3-8,5,17,5
811,2022-8-29,2,4,8
812,2023-4-20,5,16,18
813,2021-5-14,4,16,6
814,2023-7-13,3,0,6
815,2023-10-19,5,13,17
816,2022-10-10,5,1,7
817,2023-8-1,2,18,0
818,2023-5-5,5,4,5
819,2022-3-8,4,5,5
820,2023-1-28,5,13,4
821,2022-10-30,2,4,12
822,2022-4-24,5,14,6
823,2023-10-24,4,6,15
824,2023-11-18,4,14,4
825,2021-10-30,4,6,13
826,2023-1-10,2,16,1
827,2022-3-7,3,2,18
828,2022-9-8,2,16,10
829,2022-2-17,1,12,5
830,2022-6-20,3,10,14
831,2021-3-30,3,17,2
832,2021-8-23,4,2,15
833,2021-5-16,2,9,7
834,2022-7-9,1,12,9
835,2023-5-18,4,1,6
836,2021-12-11,5,1,18
837,2023-4-26,1,9,9
838,2021-11-15,3,9,12
839,2021-6-20,3,18,18
840,2022-8-22,3,10,16
841,2022-12-11,1,17,17
842,2022-6-22,3,12,11
843,2021-3-17,1,7,11
844,2023-12-20,4,17,7
845,2023-7-19,5,6,6
846,2023-4-26,3,5,11
847,2021-7-22,5,7,12
848,2021-4-16,1,10,5
849,2022-6-21,1,19,5
850,2022-10-7,3,16,16
851,2021-10-24,2,3,3
852,2023-11-5,2,7,18
853,2021-10-26,5,1,1
854,2023-1-4,1,20,3
855,2023-6-1,4,17,5
856,2022-6-30,1,5,0
857,2021-9-18,5,14,3
858,2023-8-19,1,18,7
859,2022-1-1,1,18,11
860,2023-5-2,3,16,4
861,2022-10-11,3,9,0
862,2021-8-16,1,6,16
863,2022-2-11,2,0,17
864,2023-5-12,3,4,2
865,2023-6-26,1,20,12
866,2023-12-12,3,13,9
867,2021-9-6,4,11,5
868,2021-12-24,4,0,2
869,2021-4-20,5,2,14
870,2023-3-17,4,7,14
871,2021-3-30,3,20,0
872,2023-7-30,5,15,9
873,2023-2-7,1,4,7
874,2023-5-31,4,18,2
875,2022-9-27,5,5,11
876,2022-1-23,5,1,18
877,2022-11-9,2,6,18
878,2022-5-2,5,9,14
879,2022-5-26,5,1,6
880,2023-3-21,3,6,3
881,2021-7-27,5,3,12
882,2023-8-3,1,2,5
883,2021-7-19,4,5,18
884,2021-12-18,4,20,10
885,2023-11-20,2,17,7
886,2021-10-24,3,4,20
887,2022-1-4,1,20,15
888,2023-10-19,1,2,16
889,2022-5-14,5,1,20
890,2023-9-3,1,19,17
891,2021-12-5,5,9,16
892,2022-12-15,3,7,3
893,2023-8-29,2,11,13
894,2022-9-6,1,18,2
895,2023-11-2,4,11,4
896,2022-8-10,5,2,6
897,2022-12-4,4,4,1
898,2021-5-13,2,19,13
899,2022-3-14,5,15,10
900,2021-3-30,5,10,4
901,2021-8-15,2,2,5
902,2022-3-2,4,3,2
903,2021-11-18,1,3,10
904,2023-9-13,2,11,20
905,2021-11-24,1,14,8
906,2021-7-5,1,20,13
907,2023-12-12,4,19,5
908,2021-7-18,4,12,6
909,2021-4-14,1,0,17
910,2022-3-26,3,13,6
911,2022-11-15,2,5,4
912,2022-9-9,2,7,8
913,2022-8-22,2,1,15
914,2021-9-5,3,3,20
915,2021-6-17,5,13,13
916,2022-6-22,1,19,17
917,2022-12-30,1,8,12
918,2023-3-13,1,7,15
919,2021-9-12,3,20,1
920,2021-9-31,1,11,18
921,2022-6-24,3,2,4
922,2023-6-6,2,20,11
923,2021-12-5,1,19,12
924,2021-8-13,5,14,19
925,2022-6-22,2,18,14
926,2023-9-19,3,15,16
927,2023-9-30,5,3,2
928,2021-7-8,4,1,20
929,2023-6-20,1,1,13
930,2022-7-18,5,2,5
931,2021-10-16,3,19,19
932,2023-2-24,1,16,0
